,ID,Latitude,Longitude,SOx,CO2,NOx,Height,Diam,Velocity,Temp,PM2.5 pop exposure due to NOx ems,PM2.5 pop exposure due to SOx ems,Total PM2.5 pop exposure
197," ""990-60""",39.7119,-86.1975,7940.457,554297.035,700.01,79.5528,1.9812,106.68,371.15,31982.14844,334320.8125,366302.9609
198," ""990-70""",39.7119,-86.1975,2419.872,2909456.932,1177.388,172.212,6.096,87.4776,298.0944444,53792.65234,101885.0156,155677.668
199," ""991-3""",39.4851,-86.4176,1326.316,133055.085,301.734,85.9536,4.572,103.632,279.4722222,12462.55957,51878.9375,64341.49707
200," ""991-4""",39.4851,-86.4176,2827.637,289793.218,536.486,85.9536,4.572,103.632,279.4722222,22158.55273,110603.2109,132761.7637
201," ""991-5""",39.4851,-86.4176,1976.193,203029.96,282.426,85.9536,4.572,108.8136,292.3111111,11665.0791,77298.92188,88964.00098
202," ""991-6""",39.4851,-86.4176,4744.113,488337.646,672.588,85.9536,4.572,108.8136,292.3111111,27779.99219,185566.2969,213346.2891
203," ""992-12""",39.7622,-86.1667,0,0,241.288, NA, NA, NA, NA,12642.27539,0,12642.27539
204," ""992-15""",39.7622,-86.1667,0,0,250.009, NA, NA, NA, NA,13099.21191,0,13099.21191
205," ""992-16""",39.7622,-86.1667,0,0,258.394, NA, NA, NA, NA,13538.54395,0,13538.54395
206," ""994-1""",38.5267,-87.2525,1395.059,1227703.085,1516.46,168.2496,8.96112,88.392,264.3166667,54501.57031,52579.54688,107081.1172
207," ""994-2""",38.5267,-87.2525,2586.351,2793347.715,2133.305,184.0992,6.096,92.964,289.4277778,76670.97656,97479.14844,174150.125
208," ""994-3""",38.5267,-87.2525,7569.102,3488090.455,2276.892,189.8904,6.7056,47.5488,302.3722222,81831.49219,285278.2188,367109.7109
209," ""994-4""",38.5267,-87.2525,13681.246,3164076.743,3739.845,190.5,6.7056,47.8536,303.3722222,134410.0313,515643.9063,650053.9375
210," ""995-7""",41.6433,-87.1225,878.004,1038502.636,682.709,146.304,6.2484,39.624,303.9222222,24841.54297,34371.61719,59213.16016
211," ""995-8""",41.6433,-87.1225,1682.462,2068144.344,1289.035,146.304,6.2484,39.624,303.9222222,46903.75781,65864.09375,112767.8516
212," ""997-12""",41.7203,-86.9097,26707.088,6069203.572,2863.77,153.924,6.4008,101.1936,307.4277778,125827.375,1062884.375,1188711.75
213," ""1001-1""",39.9239,-87.4272,1528.108,2902707.89,4101.844,152.4,5.9436,88.392,305.3722222,170629.2031,61600.34375,232229.5469
214," ""1001-2""",39.9239,-87.4272,1768.271,3076931.422,4146.255,152.4,5.9436,88.392,305.3722222,172476.6094,71281.67188,243758.2813
215," ""1004-1-Aug""",38.8067,-87.2472,0,0,0, NA, NA, NA, NA,0,0,0
216," ""1004-1-Jul""",38.8067,-87.2472,0,0,0, NA, NA, NA, NA,0,0,0
217," ""1004-2-Jul""",38.8067,-87.2472,0,0,0, NA, NA, NA, NA,0,0,0
218," ""1008-1""",38.2636,-85.8381,850.342,186969.767,330.579, NA, NA, NA, NA,11820.83789,33262.99609,45083.83398
219," ""1008-2""",38.2636,-85.8381,727.881,213724.607,371.574,167.64,3.7338,86.868,347.3166667,13286.73731,28472.66406,41759.40137
220," ""1008-3""",38.2636,-85.8381,845.792,212983.942,363.587, NA, NA, NA, NA,13001.1377,33085.01172,46086.14941
221," ""1008-4""",38.2636,-85.8381,585.892,166570.503,278.82,167.64,3.7338,86.868,347.3166667,9970.041016,22918.45313,32888.49414
222," ""1010-2""",39.53,-87.4247,5059.466,356992.7,645.333,137.16,7.62,85.344,317.5944444,25718.2793,195781.4531,221499.7324
223," ""1010-3""",39.53,-87.4247,5752.408,399535.782,723.614,137.16,7.62,85.344,317.5944444,28837.99023,222595.5938,251433.584
224," ""1010-4""",39.53,-87.4247,8303.264,583224.227,1006.576,137.16,7.62,85.344,317.5944444,40114.79297,321303.6875,361418.4805
225," ""1010-5""",39.53,-87.4247,2994.07,207726.071,382.031,137.16,7.62,85.344,317.5944444,15224.97754,115858.75,131083.7275
226," ""1010-6""",39.53,-87.4247,33233.666,2331749.37,3976.328,137.16,7.62,85.344,317.5944444,158467.5,1286012.25,1444479.75
227," ""1012-2""",37.91,-87.3267,279.171,167362.419,152.909, NA, NA, NA, NA,4937.325195,10606.13574,15543.46094
228," ""1012-3""",37.91,-87.3267,1184.189,1807706.922,871.671,152.0952,6.096,39.0144,289.2611111,28145.65039,44989.16406,73134.81445
229," ""1040-1""",39.8028,-84.8953,1895.448,110483.107,137.839,99.06,3.5814,100.584,290.9166667,7154.748047,83506.83594,90661.58398
230," ""1040-2""",39.8028,-84.8953,3345.078,191384.392,238.049,99.06,3.5814,100.584,290.9166667,12356.30371,147372.5,159728.8037
231," ""1043-1SG1""",38.5201,-87.2662,3946.074,375531.975,450.384,91.44,3.3528,85.9536,297.2666667,16186.79785,148726.875,164913.6729
232," ""1043-2SG1""",38.5201,-87.2662,5550.286,505568.907,620.993,91.44,3.3528,85.9536,297.2666667,22318.48828,209189.375,231507.8633
233," ""1046-1""",42.506,-90.6527,673.409,189489.291,531.149,48.1584,2.7432,106.68,279.073967,30340.20703,22976.26758,53316.47461
234," ""1046-5""",42.506,-90.6527,213.969,69852.811,262.272,48.1584,2.7432,106.68,279.073967,14981.45801,7300.480469,22281.93848
235," ""1046-6""",42.506,-90.6527,56.922,19934.716,92.124,48.1584,2.7432,106.68,279.073967,5262.29248,1942.140869,7204.43335
236," ""1047-3""",43.3359,-91.1672,0.014,184.124,0.098,48.1584,1.7273016,105.156,325.3270515,5.602015,0.462864,6.064879
237," ""1047-4""",43.3359,-91.1672,5276.14,1682908.828,929.881,152.0952,4.6734984,51.816,304.0361495,53155.18359,174438.0781,227593.2617
238," ""1048-2""",41.8081,-90.2345,3606.84,1099521.499,713.76,74.676,3.9624,106.68,318.572267,37902.875,126160.3047,164063.1797
239," ""1073-3""",41.9439,-91.6386,734.307,235432.73,364.492,61.2648,3.7911024,137.16,270.6114851,19483.04297,24427.67578,43910.71875
240," ""1073-4""",41.9439,-91.6386,2088.805,692542.803,1298.852,61.2648,3.9624,100.2792,295.2494677,69427.00781,69486.8125,138913.8203
241," ""1077-1""",42.0472,-92.8627,645.256,180147.164,273.647,75.8952,2.8956,106.68,292.2551075,13584.89551,19876.47266,33461.36816
242," ""1077-3""",42.0472,-92.8627,8170.026,933714.392,1546.722,75.8952,3.048,99.06,317.4698811,76785.26563,251669.5625,328454.8281
243," ""1081-9""",41.5404,-90.4483,3033.477,867362.612,861.008,105.55224,4.08432,90.5256,298.5315657,40346.71875,100887.3438,141234.0625
244," ""1082-1""",41.18,-95.8408,1121.296,391992.475,585.999,76.2,3.6576,97.536,277.8384166,22194.25586,33184.63672,55378.89258
245," ""1082-2""",41.18,-95.8408,2033.472,642756.625,461.041,76.2,3.6576,88.392,278.4619505,17461.56641,60180.39063,77641.95703
246," ""1082-3""",41.18,-95.8408,9642.256,5738741.525,5311.161,167.64,7.62,54.864,308.2160132,201156.0781,285361.5313,486517.6094
247," ""1082-4""",41.18,-95.8408,2245.748,5830032.525,1635.132,167.9448,7.5185016,50.292,309.1414563,61929.34375,66462.67969,128392.0234
248," ""1091-1""",42.3251,-96.3797,2188.935,1012080.025,2295.613,68.58,2.8703016,97.536,327.0751839,103854.6641,59400.26953,163254.9336
249," ""1091-2""",42.3251,-96.3797,4274.908,1821616.65,1823.442,91.44,4.6482,88.392,313.1913784,82493.41406,116006.4922,198499.9063
250," ""1091-3""",42.3251,-96.3797,7981.262,3479564.75,3505.057,121.92,6.096,54.864,306.9609291,158570.5,216584.375,375154.875
251," ""1104-1""",40.7412,-91.1168,4296.887,1486888.851,1062.292,93.2688,3.5814,121.92,319.1553286,42252.73828,128952.5625,171205.3008
252," ""1122-7""",42.0247,-93.6069,357.563,188196.95,313.565,60.96,2.4384,76.8096,290.5298102,15623.99414,11086.65234,26710.64648
253," ""1122-8""",42.0247,-93.6069,465.599,272693.75,433.665,64.008,3.3528,73.152,286.5294459,21608.21094,14436.43164,36044.64258
254," ""1131-7""",42.5267,-92.4394,104.251,25740.412,88.1,16.764,0.39624,97.536,264.7874578,4823.039062,3332.745361,8155.784424
255," ""1167-8""",41.3917,-91.0569,2059.341,640286.856,2414.526,68.58,2.6008584,106.68,312.0676091,113933.8203,65134.52344,179068.3438
256," ""1167-9""",41.3917,-91.0569,50.217,807532.277,515.244,91.44,3.2004,54.864,311.0050749,24312.73047,1588.304443,25901.03491
257," ""1175-6""",41.3981,-92.9144,75.534,29342.964,60.723, NA, NA, NA, NA,2847.11499,2269.387695,5116.502686
258," ""1175-7""",41.3981,-92.9144,147.397,56682.485,116.033, NA, NA, NA, NA,5440.431152,4428.481445,9868.912598
259," ""1217-1""",43.1606,-95.2569,364.724,36692.856,127.639,45.1104,2.5398984,102.108,285.4383217,6562.135254,10130.44531,16692.58057
260," ""1218-2""",41.4569,-90.8233,4069.264,171896.879,344.613, NA, NA, NA, NA,16148.5166,135335.5313,151484.0479
261," ""1239-39""",37.0719,-94.6986,1710.751,244124.375,470.934,53.34,4.17576,117.348,278.9277778,12687.66016,45873.42969,58561.08984
262," ""1239-40""",37.0719,-94.6986,1516.409,388516.09,626.742,53.34,4.17576,117.348,278.9277778,16885.35938,40662.1875,57547.54688
263," ""1241-1""",38.3472,-94.6389,7245.98,9014379.25,3590.958,213.36,7.0104,38.7096,307.0388889,91443.38281,209390.6094,300833.9922
264," ""1241-2""",38.3472,-94.6389,14248.582,4751932.586,6554.965,213.36,7.3152,85.6488,311.4833333,166921.5313,411748.2188,578669.75
265," ""1250-3""",39.0072,-95.2692,1187.741,395881.363,631.299,42.3672,2.740152,97.8408,285.3722222,15769.46094,31567.73047,47337.19141
266," ""1250-4""",39.0072,-95.2692,168.144,823527.473,1380.22,51.816,2.34696,51.816,297.0388889,34477.04688,4468.924805,38945.97168
267," ""1250-5""",39.0072,-95.2692,1436.876,2891562.124,3050.738,108.204,5.4864,50.5968,295.9277778,76205.5625,38189.23047,114394.793
268," ""1252-10""",39.0522,-95.5669,2281.914,786785.525,1413.815,64.3128,3.5052,84.7344,302.0388889,35316.23047,60648.62109,95964.85156
269," ""1252-9""",39.0522,-95.5669,1580.309,568004.895,419.217,64.3128,3.5052,82.6008,280.9277778,10471.78223,42001.38672,52473.16895
270," ""1295-1""",39.1486,-94.6405,1741.591,525067.258,2186.592,106.68,2.538984,100.584,303.15,57912.21094,56443.38672,114355.5977
271," ""1295-2""",39.1486,-94.6405,2059.289,664006.122,1006.653,106.68,3.3528,99.3648,322.5944444,26661.35352,66739.6875,93401.04102
272," ""1353-BSU1""",38.1707,-82.6176,11979.383,1762878.177,2438.656,251.7648,8.59536,96.3168,309.8166667,40186.91016,400817.5,441004.4102
273," ""1353-BSU2""",38.1707,-82.6176,30161.408,4440840.224,4189.951,251.7648,8.59536,96.3168,309.8166667,69046.71875,1009168.813,1078215.531
274," ""1355-1""",37.7889,-84.7139,70.976,415972.352,738.651,170.9928,8.13816,39.3192,298.7722222,20683.7207,2720.833496,23404.5542
275," ""1355-2""",37.7889,-84.7139,612.12,748775.472,1214.088,170.9928,8.13816,39.3192,298.7722222,33996.91797,23465.34961,57462.26758
276," ""1355-3""",37.7889,-84.7139,339.973,1866296.113,2813.311,170.9928,8.13816,39.3192,298.7722222,78778.39844,13032.71387,91811.11231
277," ""1356-1""",38.7497,-85.035,1716.962,3532960.472,1327.668,180.594,8.0772,39.3192,281.9555556,42206.57813,66390.16406,108596.7422
278," ""1356-2""",38.7497,-85.035,4641.058,3406346.32,3080.123,177.0888,11.2776,39.3192,279.0555556,97917.13281,179456.8594,277373.9922
279," ""1356-3""",38.7497,-85.035,3327.587,2946361.718,2327.884,177.0888,11.2776,39.3192,279.0555556,74003.45313,128668.5781,202672.0313
280," ""1356-4""",38.7497,-85.035,1292.992,2846477.593,1095.532,180.594,8.0772,39.3192,278.0333333,34826.96875,49996.42188,84823.39063
281," ""1357-4""",37.3636,-87.1214,8189.545,423307.854,880.264,60.0456,3.41376,91.44,289.8166667,27612.4375,294159.3438,321771.7813
282," ""1357-5""",37.3636,-87.1214,9060.582,466030.496,912.995,75.2856,3.048,91.44,307.15,28639.15625,325446.0313,354085.1875
283," ""1361-5""",38.0478,-84.8483,201.73,30514.297,63.622, NA, NA, NA, NA,1781.544678,7733.22998,9514.774658
284," ""1363-4""",38.1828,-85.8894,1564.64,1069878.113,1733.711,72.8472,4.7244,38.1,277.6644547,59431.01953,61805.33984,121236.3594
285," ""1363-5""",38.1828,-85.8894,1621.07,1072453.398,2086.209,72.8472,4.7244,36.8808,276.4772725,71514.53906,64034.39453,135548.9336
286," ""1363-6""",38.1828,-85.8894,4637.918,1349739.503,1775.349,152.4,5.7912,38.4048,274.4789014,60858.35938,183203.8594,244062.2188
287," ""1364-1""",38.0531,-85.91,5211.527,2035282.362,2903.578,182.88,4.7244,36.8808,290.3008948,99533.66406,205862.1719,305395.8359
288," ""1364-2""",38.0531,-85.91,6801.9,2214454.672,3275.47,182.88,4.7244,39.0144,292.5281198,112281.9922,268684,380965.9922
289," ""1364-3""",38.0531,-85.91,7175.246,1885961.969,669.859,182.88,5.51688,39.3192,291.8005631,22962.53711,283431.6563,306394.1934
290," ""1364-4""",38.0531,-85.91,10755.874,3286144.605,1645.11,182.88,5.9436,36.8808,296.3180495,56393.8125,424871.1875,481265
291," ""1374-1""",37.7958,-87.0597,4833.806,1868120.957,2372.123,128.016,7.3152,36.576,287.7388889,76594.20313,183643.7344,260237.9375
292," ""1374-2""",37.7958,-87.0597,5594.095,1953203.086,2620.436,128.016,7.3152,36.576,287.7388889,84612.05469,212528.2813,297140.3359
293," ""1378-1""",37.2608,-86.9783,14004.77,4129858.153,2478.277,182.88,7.9248,38.1,295.6944444,72377.01563,503792.1563,576169.1719
294," ""1378-2""",37.2608,-86.9783,19761.333,5428296.232,3144.692,182.88,7.9248,38.1,295.6944444,91839.38281,710872.5,802711.8828
295," ""1378-3""",37.2608,-86.9783,3954.052,4074894.236,4525.038,182.88,11.2776,40.2336,283.3944444,132151.7813,142238.7188,274390.5
296," ""1379-1""",37.1517,-88.775,3122.457,979368.55,1878.567,242.9256,8.50392,93.5736,301.2944444,53908.45703,104068.5391,157976.9961
297," ""1379-10""",37.1517,-88.775,0,0,0,242.9256,8.50392,84.4296,262.5944444,0,0,0
298," ""1379-2""",37.1517,-88.775,3099.153,975578.199,1876.504,242.9256,8.50392,93.5736,301.2944444,53849.25781,103291.8438,157141.1016
299," ""1379-3""",37.1517,-88.775,2963.655,931188.886,1796.061,242.9256,8.50392,93.5736,301.2944444,51540.81641,98775.82031,150316.6367
300," ""1379-4""",37.1517,-88.775,3004.241,944552.124,1816.534,242.9256,8.50392,93.5736,301.2944444,52128.31641,100128.5078,152256.8242
301," ""1379-5""",37.1517,-88.775,3093.511,964449.894,1885.147,242.9256,8.50392,93.5736,301.2944444,54097.28125,103103.7969,157201.0781
302," ""1379-6""",37.1517,-88.775,3116.144,991182.05,1620.673,242.9256,8.50392,93.5736,301.2944444,46507.77734,103858.1328,150365.9102
303," ""1379-7""",37.1517,-88.775,3231.032,1026529.727,1660.261,242.9256,8.50392,93.5736,301.2944444,47643.82031,107687.2422,155331.0625
304," ""1379-8""",37.1517,-88.775,3209.791,1010300.745,1638.587,242.9256,8.50392,93.5736,301.2944444,47021.84766,106979.2969,154001.1445
305," ""1379-9""",37.1517,-88.775,2930.04,928403.102,1504.917,242.9256,8.50392,93.5736,301.2944444,43185.98047,97655.46094,140841.4414
306," ""1381-C1""",37.9628,-86.7917,1515.364,1276543.181,2225.327,106.68,4.2672,91.44,288.0388889,71522.5,56592.89063,128115.3906
307," ""1381-C2""",37.9628,-86.7917,1564.916,1268667.385,2207.294,106.68,4.2672,105.156,289.9833333,70942.91406,58443.46484,129386.3789
308," ""1381-C3""",37.9628,-86.7917,1888.254,1311190.773,2290.282,106.68,4.2672,87.4776,289.9833333,73610.17188,70518.86719,144129.0391
309," ""1382-H1""",37.6472,-87.5028,2717.674,1254989.312,414.398,106.68,4.572,40.8432,282.7055556,12998.98633,97615.82813,110614.8145
310," ""1382-H2""",37.6472,-87.5028,3831.969,1244114.738,459.525,106.68,4.572,42.0624,282.7055556,14414.54492,137640.0625,152054.6074
311," ""1383-R1""",37.6467,-87.5033,3220.532,142909.65,307.884,76.2,3.6576,97.536,271.7611111,9657.816406,115677.9141,125335.7305
312," ""1384-1""",37,-84.5917,6748.897,614642.984,1340.879,79.248,5.42544,97.536,270.7388889,29267.33984,226272.9375,255540.2773
313," ""1384-2""",37,-84.5917,11567.212,1058094.814,2334.702,79.248,5.42544,97.536,285.1,50959.49609,387818.4688,438777.9648
314," ""1385-1""",37.8807,-84.2634,438.677,66400.132,127.67,45.1104,3.68808,97.536,261.9722222,3037.98877,15248.61719,18286.60596
315," ""1385-2""",37.8807,-84.2634,424.219,64367.395,124.226,45.1104,3.68808,97.536,261.9722222,2956.036621,14746.04981,17702.08643
316," ""1385-3""",37.8807,-84.2634,2634.723,394142.343,695.71,45.1104,3.68808,103.632,275.3722222,16554.86133,91584.20313,108139.0645
317," ""1385-4""",37.8807,-84.2634,2732.167,408963.958,720.478,45.1104,3.68808,94.1832,273.7055556,17144.23242,94971.40625,112115.6387
318," ""1393-6""",30.2861,-93.2917,14399.602,4443792.917,3626.706,152.4,7.0104,84.4296,310.3722222,36313.16797,350268.1563,386581.3242
319," ""1552-1""",39.3269,-76.365,5118.214,1120032.166,2312.904,107.5944,3.32232,97.536,310.9277778,121952.8984,224545.2344,346498.1328
320," ""1552-2""",39.3269,-76.365,6050.919,1260972.388,2488.674,107.5944,3.32232,100.584,310.9277778,131220.75,265464.6563,396685.4063
321," ""1554-2""",39.1781,-76.5268,2993.552,529958.139,989.669,87.4776,3.10896,100.584,310.9277778,55184.47266,151299.6719,206484.1445
322," ""1554-3""",39.1781,-76.5268,6013.445,1172257.011,594.117,105.4608,4.1148,96.012,314.8166667,33128.28125,303930.6875,337058.9688
323," ""1570-11""",39.595,-77.8269,532.903,88998.94,129.325, NA, NA, NA, NA,4496.190918,18764.39258,23260.5835
324," ""1570-9""",39.595,-77.8269,114.694,19131.056,36.104, NA, NA, NA, NA,1255.213501,4038.565186,5293.778687
325," ""1571-1""",38.5444,-76.6861,1650.753,1624172.307,1435.186,216.1032,9.6012,88.0872,286.4833333,69008.58594,71833.24219,140841.8281
326," ""1571-2""",38.5444,-76.6861,4017.665,2195844.949,2601.185,121.92,9.11352,30.48,289.2611111,125073.75,174830.4688,299904.2188
327," ""1572-1""",39.2086,-77.4644,261.005,410314.446,530.93,121.92,9.11352,30.48,284.8166667,27927.14063,13872.70215,41799.84277
328," ""1572-2""",39.2086,-77.4644,423.837,524327.778,690.071,214.2744,7.62,55.1688,289.2611111,36298.02344,22527.40039,58825.42383
329," ""1572-3""",39.2086,-77.4644,439.195,515740.727,666.314,121.92,9.11352,30.48,284.8166667,35048.39453,23343.69531,58392.08984
330," ""1573-1""",38.3592,-76.9767,3251.799,3386087.185,634.848,213.36,5.88264,82.296,310.9277778,30525.63281,141503.4688,172029.1016
331," ""1573-2""",38.3592,-76.9767,1925.847,3494875.633,560.372,213.36,5.88264,82.296,310.9277778,26944.57617,83804.08594,110748.6621
332," ""1606-1""",42.2814,-72.6053,128.796,138269.775,70.148,112.776,3.849624,60.96,288.7055556,1746.94873,3486.470947,5233.419678
333," ""1619-1""",41.7125,-71.1914,4298.303,893350.075,635.031,107.53344,4.4196,70.104,292.65,10946.22461,132247,143193.2246
334," ""1619-2""",41.7125,-71.1914,3534.989,650571.35,826.96,107.53344,4.4196,70.104,292.65,14254.5625,108761.9219,123016.4844
335," ""1619-3""",41.7125,-71.1914,10768.9,1869011.625,1134.521,107.53344,5.9436,82.296,300.7888889,19556.08594,331329.5313,350885.6172
336," ""1626-1""",42.5267,-70.8792,893.272,189358.875,204.269, NA, NA, NA, NA,2717.736572,24831.98828,27549.72485
337," ""1626-2""",42.5267,-70.8792,304.92,65881.384,68.5, NA, NA, NA, NA,911.371521,8476.444336,9387.815857
338," ""1626-3""",42.5267,-70.8792,2343.76,454572.395,277.776, NA, NA, NA, NA,3695.724365,65153.98047,68849.70483
339," ""1695-4""",43.2542,-86.2417,7504.234,1682054.036,2885.88, NA, NA, NA, NA,117956.5078,297282.0625,415238.5703
340," ""1695-5""",43.2542,-86.2417,6905.778,1561676.304,1331.524, NA, NA, NA, NA,54424.27344,273574.0938,327998.3672
341," ""1702-1""",43.6425,-83.8431,9898.328,2662572.213,1366.674, NA, NA, NA, NA,41281.34766,370797.9688,412079.3164
342," ""1702-2""",43.6425,-83.8431,12036.574,3104604.012,1089.25, NA, NA, NA, NA,32901.55859,450898.0938,483799.6523
343," ""1710-1""",42.9103,-86.2036,4494.754,1400944.88,1380.334,121.92,5.7912,84.7344,325.9277778,61304.92969,183998.8438,245303.7734
344," ""1710-2""",42.9103,-86.2036,12969.206,3350949.34,4624.008,121.92,5.7912,84.7344,325.9277778,205366.5781,530912,736278.5781
345," ""1710-3""",42.9103,-86.2036,15531.273,6176001.387,3342.849,195.6816,8.3058,91.1352,301.3166667,148466.3281,635793.6875,784260.0156
346," ""1720-7""",43.6425,-83.8431,7279.328,1656563.282,2247.678, NA, NA, NA, NA,67892.6875,272688.4688,340581.1563
347," ""1720-8""",43.6425,-83.8431,8088.304,1824462.11,2656.258, NA, NA, NA, NA,80234.13281,302993.2813,383227.4141
348," ""1723-1""",41.7917,-83.4486,3126.966,980687.279,1181.84,90.5256,3.3528,87.7824,291.3166667,27369.91797,112560.4688,139930.3867
349," ""1723-2""",41.7917,-83.4486,4131.065,1319682.823,1590.74,90.5256,3.3528,86.868,291.3166667,36839.51953,148704.7188,185544.2383
350," ""1723-3""",41.7917,-83.4486,4297.044,1376169.506,1658.721,90.5256,3.62712,87.1728,294.4277778,38413.875,154679.4219,193093.2969
351," ""1731-1""",43.8519,-82.6436,2860.014,428597.466,1256.116,91.44,2.8956,85.344,315.9277778,39379.64844,92720.5,132100.1484
352," ""1733-1""",41.8917,-83.3461,47662.618,8910821.924,11501.894,245.364,8.5344,82.296,326.4833333,266369.2813,1715697.125,1982066.406
353," ""1733-2""",41.8917,-83.3461,47438.184,8869115.362,12988.258,176.4792,8.5344,36.576,287.7055556,300791.5938,1707618.25,2008409.844
354," ""1733-3""",41.8917,-83.3461,1912.96,7492039.142,2156.62,176.4792,8.5344,36.576,287.7055556,49944.58594,68860.25781,118804.8438
355," ""1733-4""",41.8917,-83.3461,1128.414,9570036.15,3756.544,176.4792,8.5344,36.576,287.7055556,86996.78906,40619.18359,127615.9727
356," ""1740-2""",42.2733,-83.1131,11786.224,2775837.49,3053.13,117.348,3.7338,90.8304,337.65,71447.77344,474095.6875,545543.4609
357," ""1740-3""",42.2733,-83.1131,9514.638,2581471.01,3867.9,129.54,3.910584,97.536,344.2055556,90514.59375,382722.1563,473236.75
358," ""1743-1""",42.7642,-82.4719,4556.422,1287197.151,1740.346,182.5752,4.062984,100.584,305.2611111,46607.36328,156606,203213.3633
359," ""1743-2""",42.7642,-82.4719,4568.283,1392887.645,2526.874,182.5752,4.062984,100.584,305.2611111,67670.99219,157013.6719,224684.6641
360," ""1743-3""",42.7642,-82.4719,5709.917,1537306.872,3002.437,182.5752,4.062984,100.584,305.2611111,80406.82031,196252.0781,276658.8984
361," ""1743-4""",42.7642,-82.4719,5054.598,1445412.886,2356.852,182.5752,4.062984,100.584,305.2611111,63117.71484,173728.5,236846.2148
362," ""1743-6""",42.7642,-82.4719,21077.048,3328677.836,2644.106,129.54,4.0386,91.44,328.15,70810.53125,724426.375,795236.9063
363," ""1743-7""",42.7642,-82.4719,26753.348,3986748.862,3603.556,182.5752,4.8768,93.5736,336.4833333,96505.09375,919523,1016028.094
364," ""1745-16""",42.1236,-83.1811,3338.638,543679.896,1430.874, NA, NA, NA, NA,33137.22656,120179.9688,153317.1953
365," ""1745-17""",42.1236,-83.1811,2955.76,480218.482,1326.774, NA, NA, NA, NA,30726.4043,106397.6172,137124.0215
366," ""1745-18""",42.1236,-83.1811,2666.72,433098.126,1182.416, NA, NA, NA, NA,27383.25586,95993.125,123376.3809
367," ""1745-19""",42.1236,-83.1811,3635.982,592625.56,1559.572, NA, NA, NA, NA,36117.71094,130883.375,167001.0859
368," ""1745-9A""",42.1236,-83.1811,32842.608,5644481.432,4905.82,171.6024,4.8768,85.344,333.15,113612.5625,1182225.5,1295838.063
369," ""1769-5""",46.5789,-87.395,2564.436,652468.781,1086.651,121.92,2.7432,100.2792,273.4277778,26036.58203,67190.24219,93226.82422
370," ""1769-6""",46.5789,-87.395,3752.663,923775.552,1574.967,121.92,2.7432,95.4024,275.15,37736.82422,98322.72656,136059.5508
371," ""1769-7""",46.5789,-87.395,1533.716,658387.94,1203.433,124.968,2.8956,88.392,280.2055556,28834.7207,40184.56641,69019.28711
372," ""1769-8""",46.5789,-87.395,1566.713,670367.086,1200.593,124.968,2.8956,91.44,281.15,28766.67773,41049.10938,69815.78711
373," ""1769-9""",46.5789,-87.395,1591.291,689582.239,1248.195,124.968,2.8956,91.7448,281.3722222,29907.23828,41693.07813,71600.31641
374," ""1825-3""",43.0722,-86.2342,291.898,307609.458,360.316,109.728,2.5908,48.768,336.9833333,16002.75391,11949.24023,27951.99414
375," ""1830-5""",42.7956,-86.1133,1302.05,254612.286,488.136,60.96,2.185416,97.536,272.2055556,21679.63867,53301.18359,74980.82227
376," ""1831-1""",42.7183,-84.5586,468.003,174524.413,205.025, NA, NA, NA, NA,8520.867188,19186.71289,27707.58008
377," ""1831-2""",42.7183,-84.5586,447.574,170594.727,217.587, NA, NA, NA, NA,9042.946289,18349.1875,27392.13379
378," ""1831-3""",42.7183,-84.5586,450.908,166964.431,133.046, NA, NA, NA, NA,5529.410156,18485.87109,24015.28125
379," ""1831-4""",42.7183,-84.5586,1334.489,498239.372,534.975, NA, NA, NA, NA,22233.63477,54710.02734,76943.66211
380," ""1831-5""",42.7183,-84.5586,943.719,343906.222,364.127, NA, NA, NA, NA,15133.16797,38689.63672,53822.80469
381," ""1831-6""",42.7183,-84.5586,1365.054,506377.055,528.449, NA, NA, NA, NA,21962.41211,55963.10156,77925.51367
382," ""1832-1""",42.6919,-84.6572,2915.034,1108185.614,1256.892,144.78,5.1816,102.108,289.0388889,52236.60156,119507.6172,171744.2188
383," ""1843-3""",46.5314,-87.3917,209.735,375184.9,273.753,106.68,2.7432,64.008,285.0388889,6559.229004,5495.22168,12054.45068
384," ""1866-7""",42.2081,-83.1453,524.645,146834.057,144.358,64.9224,2.7941016,106.68,270.2611111,3343.148193,18885.49023,22228.63843
385," ""1866-8""",42.2081,-83.1453,240.417,163085.124,175.252,65.532,1.8288,88.392,273.5944444,4058.614258,8654.21875,12712.83301
386," ""1891-1""",47.5306,-92.1619,548.158,651168.098,565.546,91.44,3.2004,41.4528,281.7640198,16857.72852,12334.89258,29192.62109
387," ""1891-2""",47.5306,-92.1619,377.987,467972.607,411.164,91.44,3.2004,41.4528,281.7640198,12255.92773,8505.628906,20761.55664
388," ""1893-1""",47.2603,-93.6531,1336.549,485680.604,515.554,213.36,8.8392,53.34,283.8014027,17051.20313,29173.37695,46224.58008
389," ""1893-2""",47.2603,-93.6531,1483.665,550877.912,594.712,213.36,8.8392,53.34,283.8014027,19669.24219,32384.53711,52053.7793
390," ""1893-3""",47.2603,-93.6531,84.423,2733215.943,718.145,213.36,8.8392,53.34,283.8014027,23751.60938,1842.733887,25594.34326
391," ""1893-4""",47.2603,-93.6531,1060.789,4524245.854,2886.871,182.88,6.096,48.1584,320.7473107,95479.08594,23154.25586,118633.3418
