,ID,Latitude,Longitude,SOx,CO2,NOx,Height,Diam,Velocity,Temp,PM2.5 pop exposure due to NOx ems,PM2.5 pop exposure due to SOx ems,Total PM2.5 pop exposure
19," ""26-5""",33.2442,-86.4567,2264.35,5489541.75,3066.804,230.124,10.3632,90.5256,287.4833333,56371.50391,79453.73438,135825.2383
20," ""47-1""",34.7439,-87.8486,3116.643,915759.136,1923.28,183.4896,7.98576,93.2688,305.8166667,42115.03125,110027.2031,152142.2344
21," ""47-2""",34.7439,-87.8486,3378.38,986594.611,2068.864,183.4896,7.98576,93.2688,305.8166667,45302.95703,119267.3359,164570.293
22," ""47-3""",34.7439,-87.8486,3380.517,979341.793,2026.062,183.4896,7.98576,93.2688,305.8166667,44365.70313,119342.7813,163708.4844
23," ""47-4""",34.7439,-87.8486,3329.459,969755.836,2044.514,183.4896,7.98576,93.2688,305.8166667,44769.75391,117540.2734,162310.0273
24," ""47-5""",34.7439,-87.8486,5277.939,1347193.262,428.368,152.4,7.22376,89.0016,297.5388889,9380.19043,186327.6719,195707.8623
25," ""50-1""",34.8825,-85.7547,0,0,0,304.8,8.2296,84.4296,323.8444444,0,0,0
26," ""50-2""",34.8825,-85.7547,0,0,0,304.8,8.2296,84.4296,323.8444444,0,0,0
27," ""50-3""",34.8825,-85.7547,0,0,0,304.8,8.2296,84.4296,323.8444444,0,0,0
28," ""50-4""",34.8825,-85.7547,0,0,0,304.8,8.2296,84.4296,323.8444444,0,0,0
29," ""50-5""",34.8825,-85.7547,0,0,0,304.8,8.2296,84.4296,323.8444444,0,0,0
30," ""50-6""",34.8825,-85.7547,179.526,33184.824,45.08,304.8,8.2296,84.4296,323.8444444,1282.591797,7257.718262,8540.310059
31," ""50-7""",34.8825,-85.7547,2714.081,2441760.95,875.396,152.4,6.33984,53.34,307.5388889,24906.29492,109722.4609,134628.7559
32," ""50-8""",34.8825,-85.7547,2876.324,2765141.85,900.053,152.4,7.37616,54.864,294.7611111,25607.82031,116281.4844,141889.3047
33," ""51-1""",32.0306,-93.5692,20874.677,5535635.003,4841.037,160.02,7.62,49.6824,301.4833333,63380.92578,557356.3125,620737.2383
34," ""56-1""",31.4858,-87.9106,1144.713,308722.988,490.697,126.492,5.54736,39.0144,290.3722222,5825.370605,32658.85742,38484.22803
35," ""56-2""",31.4858,-87.9106,2085.278,1680284.777,2115.029,126.492,5.54736,39.0144,290.3722222,25108.83008,59493.33203,84602.16211
36," ""56-3""",31.4858,-87.9106,1071.327,1808046.828,583.257,121.6152,5.0292,39.624,271.2611111,6924.20752,30565.13867,37489.34619
37," ""59-1""",40.8538,-98.3481,2301.153,717648.791,1176.47,125.5776,3.660648,76.2,255.3805556,31881.08203,49799.52734,81680.60938
38," ""60-1""",40.5806,-98.3106,2420.778,593320.533,979.68,76.2,2.9718,88.392,256.0203333,29111.1875,55983.71875,85094.90625
39," ""60-2""",40.5806,-98.3106,572.78,1046876.417,363.018,76.2,2.9718,88.392,256.0203333,10787.07715,13246.30078,24033.37793
40," ""87-1""",35.4159,-108.082,1256.852,2072636.857,3385.042,137.16,6.096,38.1,283.15,11004.74121,27743.18359,38747.92481
41," ""108-SGU1""",37.9306,-100.9725,1679.479,2985351.496,4574.35,144.4752,4.977384,56.388,320.9277778,73442.39063,35018.20313,108460.5938
42," ""113-1""",34.9394,-110.3033,1047.117,1064261.878,1135.138,76.2,3.41376,36.576,289.8166667,4025.580322,23791.2207,27816.80103
43," ""113-2""",34.9394,-110.3033,1994.337,2202568.686,3118.423,167.64,4.48056,51.2064,320.9277778,11058.97461,45312.71094,56371.68555
44," ""113-3""",34.9394,-110.3033,1613.331,2278656.927,2833.144,167.64,5.334,94.1832,306.8166667,10047.2793,36655.99219,46703.27148
45," ""113-4""",34.9394,-110.3033,2083.486,3060015.542,3908.762,167.64,5.85216,36.576,303.9277778,13861.78223,47338.23828,61200.02051
46," ""126-4""",32.16,-110.9047,2184.957,620315.744,1366.079,75.5904,3.10896,87.4776,299.2611111,4264.525391,54343.43359,58607.95898
47," ""127-1""",34.0825,-99.1753,3755.254,3935542.738,6774.779,137.7696,7.0104,36.576,309.0388889,75841.35156,97766.59375,173607.9453
48," ""130-1""",33.3692,-80.1119,2179.482,4098304.969,1660.258,182.88,6.7056,45.72,302.5944444,40958.98047,63824.42188,104783.4023
49," ""130-2""",33.3692,-80.1119,3770.66,3007915.107,1208.663,182.88,6.7056,45.72,294.2611111,29818.01758,110420.8125,140238.8301
50," ""130-3""",33.3692,-80.1119,1647.006,4043931.957,1245.747,148.7424,7.62,37.1856,293.65,30732.88672,48231.28125,78964.16797
51," ""130-4""",33.3692,-80.1119,1566.239,4285293.753,1306.976,148.7424,7.62,37.1856,293.65,32243.42188,45866.08203,78109.50391
52," ""136-1""",29.7333,-81.6339,7215.842,4273457.749,1072.9,205.74,10.9728,39.0144,269.8166667,9832.317383,195891.7188,205724.0361
53," ""136-2""",29.7333,-81.6339,7754.431,4422059.304,1005.508,205.74,10.9728,39.0144,269.8166667,9214.720703,210513.0313,219727.752
54," ""160-2""",32.0619,-109.8931,1781.889,1119332.41,2004.775, NA, NA, NA, NA,6314.725098,39725.72656,46040.45166
55," ""160-3""",32.0619,-109.8931,2129.885,1198075.988,2628.355, NA, NA, NA, NA,8278.90332,47484.00781,55762.91113
56," ""165-1""",36.1906,-95.2889,14790.323,4103573.764,7596.095,153.924,6.096,93.2688,314.3166667,146485.9688,377864.0938,524350.0625
57," ""165-2""",36.1906,-95.2889,4232.748,4381879.601,7694.873,153.924,5.54736,91.44,292.0138889,148390.8281,108138.5156,256529.3438
58," ""207-1""",30.4311,-81.5508,6007.729,3555770.726,3126.036,195.072,6.79704,47.5488,298.0388889,27143.79688,183277.1406,210420.9375
59," ""207-2""",30.4311,-81.5508,6566.653,4024137.979,3025.029,195.072,6.79704,47.5488,295.65,26266.74023,200328.1719,226594.9121
60," ""298-LIM1""",31.4219,-96.2525,23090.222,13921180.62,13520.886,137.16,8.19912,76.2,305.3166667,200376.5625,672467.9375,872844.5
61," ""298-LIM2""",31.4219,-96.2525,26940.584,15499942.32,14821.898,137.16,8.19912,76.2,305.3166667,219657.2813,784603.9375,1004261.219
62," ""384-71""",41.4947,-88.125,2695.099,1392441.702,835.14, NA, NA, NA, NA,34330.84375,108495.2578,142826.1016
63," ""384-72""",41.4947,-88.125,2724.389,1410788.048,853.724, NA, NA, NA, NA,35094.78906,109674.3594,144769.1484
64," ""384-81""",41.4947,-88.125,3681.748,1833710.156,882.917, NA, NA, NA, NA,36294.84766,148214.2813,184509.1289
65," ""384-82""",41.4947,-88.125,3861.517,1923071.096,933.43, NA, NA, NA, NA,38371.33594,155451.1563,193822.4922
66," ""465-3""",39.67,-105.0028,835.751,351027.016,1297.029, NA, NA, NA, NA,11904.10742,20329.41797,32233.52539
67," ""465-4""",39.67,-105.0028,1013.721,537061.102,666.449, NA, NA, NA, NA,6116.656738,24658.49023,30775.14697
68," ""469-1""",39.8078,-104.9648,2724.063,900194.717,1412.45, NA, NA, NA, NA,15579.50098,65554.96094,81134.46191
69," ""469-2""",39.8078,-104.9648,2400.017,664225.183,2414.822, NA, NA, NA, NA,26635.78906,57756.74609,84392.53516
70," ""469-3""",39.8078,-104.9648,702.28,989707.737,1728.151,91.44,5.9436,81.3816,270.7611111,19061.72266,16900.4668,35962.18945
71," ""469-4""",39.8078,-104.9648,1578.637,2280249.513,3440.124,121.92,6.7056,81.3816,280.7611111,37944.99609,37990.11719,75935.11328
72," ""470-1""",38.2081,-104.5747,612.681,1861222.833,1101.741,152.4,7.485888,48.768,279.9833333,8014.552734,12590.39356,20604.94629
73," ""470-2""",38.2081,-104.5747,748.513,2216032.734,1739.318,152.4,7.28472,48.768,279.9833333,12652.57031,15381.69727,28034.26758
74," ""470-3""",38.2081,-104.5747,1383.615,3864524.931,1185.711,152.4,8.8392,48.768,296.0388889,8625.387695,28432.83398,37058.22168
75," ""477-5""",40.0195,-105.202,1017.608,1167086.79,1996.067,76.2,8.5344,79.8576,264.8166667,19688.05664,24679.3125,44367.36914
76," ""492-5""",38.8244,-104.8331,1553.399,589367.386,919.362,60.96,3.23088,97.536,285.3722222,8670.750977,37048.94922,45719.7002
77," ""492-6""",38.8244,-104.8331,3333.886,1092891.838,1809.614,60.96,3.84048,97.536,285.3722222,17066.95898,79514,96580.95898
78," ""492-7""",38.8244,-104.8331,5886.114,1824443.154,3252.32,76.2,4.572,94.488,288.8166667,30673.50586,140385.2656,171058.7715
79," ""508-8""",38.0921,-102.6148,39.79,57075.125,58.985, NA, NA, NA, NA,684.490112,789.217468,1473.707581
80," ""525-H1""",40.4856,-107.185,1100.922,1761080.443,3821.647,76.2,6.7056,51.816,274.8166667,31147.51758,25867.48633,57015.00391
81," ""525-H2""",40.4856,-107.185,1033.357,1619059.871,2548.12,120.396,7.3152,89.0016,274.8166667,20767.90625,24279.96484,45047.87109
82," ""527-1""",38.2387,-108.5083,1203.941,791514.027,1284.977,65.532,3.6576,78.0288,297.9277778,6229.956055,26235.53906,32465.49512
83," ""564-1""",28.4836,-81.1686,1460.442,2348969.188,3162.185,167.64,5.7912,38.7096,301.7611111,47585.84766,61170.5625,108756.4102
84," ""564-2""",28.4836,-81.1686,933.663,2548245.633,1894.535,167.64,5.7912,37.7952,298.15,28509.73633,39106.44141,67616.17773
85," ""568-BHB3""",41.1706,-73.1843,512.946,553086.75,372.329,151.7904,4.2672,88.392,326.0476667,6467.434082,19487.02734,25954.46143
86," ""594-1""",38.5857,-75.2341,176.466,27544.5,33.754, NA, NA, NA, NA,1711.797852,7162.404297,8874.202148
87," ""594-3""",38.5857,-75.2341,3061.01,454630.425,582.686, NA, NA, NA, NA,29550.29492,124240.3203,153790.6152
88," ""594-4""",38.5857,-75.2341,5956.784,1120255.475,1735.932,121.92,7.3152,105.156,287.65,88035.92188,241774.0313,329809.9531
89," ""602-1""",39.1792,-76.5383,1323.415,3333246.53,2354.595,121.92,9.6012,38.4048,286.4833333,131293.4688,66887.84375,198181.3125
90," ""602-2""",39.1792,-76.5383,1505.537,3277172.544,2467.234,121.92,9.6012,38.4048,286.4833333,137574.2813,76092.63281,213666.9141
91," ""628-1""",28.9594,-82.7003,8954.811,1217994.247,2338.818,152.0952,4.572,88.6968,329.15,34840.68359,259499.1875,294339.8711
92," ""628-2""",28.9594,-82.7003,12049.51,1647945.525,2627.661,153.0096,4.8768,91.44,344.3166667,39143.48828,349179.7188,388323.207
93," ""628-4""",28.9594,-82.7003,2594.044,4314123.427,1312.096,167.64,9.2964,39.624,283.3166667,19545.90625,75172.14063,94718.04688
94," ""628-5""",28.9594,-82.7003,2608.651,4982083.5,1121.688,167.64,9.2964,39.624,283.3166667,16709.45508,75595.4375,92304.89258
95," ""641-4""",30.5661,-87.2289,33.888,241354.913,202.796,149.352,10.668,39.9288,286.9833333,1975.409546,1047.017944,3022.42749
96," ""641-5""",30.5661,-87.2289,246.669,470170.328,471.801,149.352,10.668,39.9288,286.9833333,4595.752441,7621.188965,12216.94141
97," ""641-6""",30.5661,-87.2289,506.945,1126052.194,1196.24,149.352,10.668,39.9288,286.9833333,11652.41895,15662.78516,27315.2041
98," ""641-7""",30.5661,-87.2289,2059.813,3215425.648,2508.826,149.352,10.668,39.9288,286.9833333,24438.15039,63640.85547,88079.00586
99," ""642-1""",30.6689,-84.8869,956.818,68126.866,179.079,45.72,4.1148,100.584,277.5944444,2325.789307,30844.01367,33169.80298
100," ""642-2""",30.6689,-84.8869,564.757,46941.435,126.172,45.72,4.1148,100.584,277.5944444,1638.659302,18205.52344,19844.18274
101," ""643-1""",30.2689,-85.7003,2951.837,654988.134,984.563,60.6552,5.4864,79.248,312.4277778,11684.00293,85725.8125,97409.81543
102," ""643-2""",30.2689,-85.7003,3232.509,706552.517,1127.156,60.6552,5.4864,79.248,312.4277778,13376.18262,93876.95313,107253.1357
103," ""645-BB01""",27.7944,-82.4036,2489.049,3163822.818,1292.31,149.352,7.3152,89.6112,319.7611111,19223.27344,129062.7969,148286.0703
104," ""645-BB02""",27.7944,-82.4036,1628.79,1998480.132,814.764,149.352,7.3152,38.1,304.0388889,12119.71484,84456.42188,96576.13672
105," ""645-BB03""",27.7944,-82.4036,1965.628,2828977.625,1317.306,149.352,7.3152,93.8784,283.8166667,19595.08984,101922.2266,121517.3164
106," ""645-BB04""",27.7944,-82.4036,3022.257,3157913.125,1202.239,149.352,7.3152,38.7096,288.4277778,17883.45313,156710.8281,174594.2813
107," ""663-B2""",29.7586,-82.3883,2023.194,1261788.025,400.541,106.68,5.6388,83.82,283.15,5843.026367,61053.77344,66896.79981
108," ""667-1A""",30.4172,-81.5525,952.645,1302274.985,267.456,150.876,4.572,43.8912,292.0388889,2322.356934,29062.24023,31384.59717
109," ""667-2A""",30.4172,-81.5525,1077.11,1438295.41,354.556,150.876,4.572,43.8912,292.0388889,3078.657959,32859.27734,35937.9353
110," ""676-3""",28.0809,-81.9256,4227.359,1663216.172,1393.633,76.2,5.4864,50.9016,301.2611111,37030.52344,176986.2031,214016.7266
111," ""703-1BLR""",34.1256,-84.9192,2142.609,4215652.375,2591.623,205.74,9.4488,40.5384,287.5944444,107915.5469,108489.0703,216404.6172
112," ""703-2BLR""",34.1256,-84.9192,680.31,2982082.725,1925.926,205.74,9.4488,40.5384,287.5944444,80195.82813,34446.88672,114642.7148
113," ""703-3BLR""",34.1256,-84.9192,1026.906,4598632.225,1711.693,205.74,10.3632,40.5384,287.5944444,71275.13281,51996.46094,123271.5938
114," ""703-4BLR""",34.1256,-84.9192,2038.671,4658809.8,2137.927,205.74,10.3632,40.5384,287.5944444,89023.57813,103226.2734,192249.8516
115," ""708-1""",34.2533,-85.3456,179.673,313472.518,276.183,205.74,10.0584,40.5384,283.7055556,9235.09082,7584.472168,16819.56299
116," ""708-2""",34.2533,-85.3456,314.218,419290.14,372.735,205.74,10.0584,40.5384,283.7055556,12463.62598,13263.97266,25727.59863
117," ""708-3""",34.2533,-85.3456,208.296,348820.647,300.76,228.6,6.4008,90.5256,287.0388889,10056.90332,8792.725586,18849.62891
118," ""708-4""",34.2533,-85.3456,1537.889,2396093.314,1949.516,228.6,6.7056,95.7072,301.4833333,65188.50781,64918.36328,130106.8711
119," ""709-1""",33.1942,-83.2994,8167.849,887478.908,2013.989,304.8,6.858,76.2,300.9277778,46948.60547,305838.7188,352787.3242
120," ""709-2""",33.1942,-83.2994,10944.802,1170303.917,2549.193, NA, NA, NA, NA,59424.87891,409819.5625,469244.4414
121," ""709-3""",33.1942,-83.2994,16762.401,1779335.261,3506.542,304.8,8.8392,79.248,298.15,81741.88281,627655,709396.8828
122," ""709-4""",33.1942,-83.2994,19305.193,2024245.989,4013.715,304.8,8.8392,79.248,298.15,93564.72656,722867.8125,816432.5391
123," ""710-MB1""",33.8244,-84.475,10561.408,1355145.304,1827.625, NA, NA, NA, NA,76102.5625,534767.375,610869.9375
124," ""710-MB2""",33.8244,-84.475,7745.833,970631.321,1334.196, NA, NA, NA, NA,55556.10938,392203.2813,447759.3906
125," ""727-3""",31.4444,-84.1322,463.356,64128.9,181.218,152.4,6.4008,91.44,273.15,3441.182861,15993.01758,19434.20044
126," ""728-Y1BR""",33.4622,-84.8986,132.158,233215.875,402.1,78.0288,3.9624,38.4048,283.7055556,12116.4668,5893.202637,18009.66943
127," ""728-Y2BR""",33.4622,-84.8986,4565.246,417343.112,703.243,252.984,4.99872,79.248,295.3722222,21190.79883,203573.9063,224764.7051
128," ""728-Y3BR""",33.4622,-84.8986,4433.207,396020.788,707.903,252.984,4.99872,79.248,295.3722222,21331.21875,197686,219017.2188
129," ""728-Y4BR""",33.4622,-84.8986,3807.672,361944.158,642.703,252.984,4.45008,86.868,312.0388889,19366.54883,169792.0938,189158.6426
130," ""728-Y5BR""",33.4622,-84.8986,3201.257,292098.593,489.394,252.984,4.45008,86.868,312.0388889,14746.89356,142750.7656,157497.6592
131," ""728-Y6BR""",33.4622,-84.8986,18878.199,1740659.175,2282.47,245.364,4.99872,85.0392,302.0388889,68777.60156,841818.5625,910596.1641
132," ""728-Y7BR""",33.4622,-84.8986,12512.015,1233505.95,1534.992,245.364,4.99872,85.0392,302.0388889,46253.86328,557937.0625,604190.9258
133," ""733-1""",32.1486,-81.1458,756.245,175980.454,377.559,83.82,6.7056,86.868,280.9277778,5138.074707,20183.56836,25321.64307
134," ""733-2""",32.1486,-81.1458,785.938,172621.843,379.587,83.82,6.7056,86.868,280.9277778,5165.67334,20976.05078,26141.72412
135," ""733-3""",32.1486,-81.1458,1263.406,274743.938,603.747,83.82,6.7056,86.868,280.9277778,8216.192383,33719.28906,41935.48145
136," ""856-1""",40.5958,-89.6631,2148.064,963769.717,927.937,153.3144,6.4008,98.1456,290.6162497,35535.18359,77723.59375,113258.7773
137," ""856-2""",40.5958,-89.6631,4899.967,2194229.558,2091.273,153.3144,6.4008,98.1456,290.6162497,80084.92969,177295.9375,257380.8672
138," ""856-3""",40.5958,-89.6631,5548.171,2652782.433,612.68,153.3144,7.62,94.1832,280.3590021,23462.47266,200749.9688,224212.4414
139," ""861-1""",39.0586,-89.4031,71.206,5013683.8,1179.95, NA, NA, NA, NA,36605.92578,2555.390625,39161.31641
140," ""861-2""",39.0586,-89.4031,93.85,7047592.544,1720.176, NA, NA, NA, NA,53365.51172,3368.022705,56733.53442
141," ""863-5""",39.1333,-87.6597,8186.391,804305.446,970.421, NA, NA, NA, NA,37396.70313,308972.0938,346368.7969
142," ""863-6""",39.1333,-87.6597,10840.448,961008.487,1238.817, NA, NA, NA, NA,47739.76953,409141.9375,456881.707
143," ""864-1""",39.8194,-90.5647,0,0,0, NA, NA, NA, NA,0,0,0
144," ""864-2""",39.8194,-90.5647,0,0,0, NA, NA, NA, NA,0,0,0
145," ""864-3""",39.8194,-90.5647,0,0,0, NA, NA, NA, NA,0,0,0
146," ""864-4""",39.8194,-90.5647,0,0,0, NA, NA, NA, NA,0,0,0
147," ""864-5""",39.8194,-90.5647,3427.254,1187733.824,1383.047, NA, NA, NA, NA,49475.46484,106266.0703,155741.5352
148," ""867-7""",41.8278,-87.7236,2910.198,1291427.675,693.736, NA, NA, NA, NA,25733.26563,124218.7266,149951.9922
149," ""867-8""",41.8278,-87.7236,3634.693,1731616.3,1199.515, NA, NA, NA, NA,44494.50391,155143.0313,199637.5352
150," ""874-5""",41.4947,-88.125,4069.999,2024133.4,2806.644,137.16,4.1148,87.7824,304.2358831,115375.1953,163843.9063,279219.1016
151," ""876-1""",39.5906,-89.4964,5868.681,2902825.376,6137.575,186.8424,9.02208,87.7824,304.2811975,191719.4844,212071.4219,403790.9063
152," ""876-2""",39.5906,-89.4964,5921.763,2976578.517,5495.563,186.8424,9.02208,87.7824,304.2811975,171664.9531,213989.5938,385654.5469
153," ""879-51""",40.5408,-89.6786,5133.102,2785169.095,2876.177, NA, NA, NA, NA,106662.8203,170428,277090.8203
154," ""879-52""",40.5408,-89.6786,5116.845,2784277.008,2857.516, NA, NA, NA, NA,105970.7734,169888.2188,275858.9922
155," ""879-61""",40.5408,-89.6786,5742.685,3133951.104,3211.444, NA, NA, NA, NA,119096.1719,190667.2188,309763.3906
156," ""879-62""",40.5408,-89.6786,5842.313,3189914.95,3267.029, NA, NA, NA, NA,121157.5391,193975.0469,315132.5859
157," ""883-7""",42.3833,-87.8133,3800.968,1739838.225,1072.909,137.16,4.29768,91.44,304.2594683,40725.92969,142535.1406,183261.0703
158," ""883-8""",42.3833,-87.8133,6127.493,2671421.8,1485.203,137.16,4.1148,85.0392,304.2358831,56375.95703,229779.1094,286155.0664
159," ""884-3""",41.6334,-88.0626,3343.775,1627116.75,990.323,136.5504,4.535424,91.44,296.348994,40710.08594,134608.6719,175318.7578
160," ""884-4""",41.6334,-88.0626,4956.715,2427492.85,1236.31,152.4,5.0292,99.06,302.6983432,50822.08984,199539.9844,250362.0742
161," ""886-19""",41.8508,-87.6533,4131.921,1787522.425,1094.585,137.16,4.2672,88.392,290.0682059,38218.00391,184882.25,223100.2539
162," ""887-1""",37.2103,-88.8606,4506.145,1509995.66,861.69,167.64,5.4864,94.488,302.6987812,24727.56055,150185.5625,174913.123
163," ""887-2""",37.2103,-88.8606,3694.967,1241675.139,728.279,167.64,5.4864,94.488,302.6987812,20899.11914,123149.7656,144048.8848
164," ""887-3""",37.2103,-88.8606,4325.067,1429394.036,761.74,167.64,5.4864,94.488,302.6987812,21859.33594,144150.4063,166009.7422
165," ""887-4""",37.2103,-88.8606,4536.126,1505677.754,802.019,167.64,5.4864,94.488,302.6987812,23015.20508,151184.7813,174199.9863
166," ""887-5""",37.2103,-88.8606,4526.55,1539059.885,821.131,167.64,5.4864,94.488,302.6987812,23563.6543,150865.625,174429.2793
167," ""887-6""",37.2103,-88.8606,4591.194,1565627.815,834.86,167.64,5.4864,94.488,302.6987812,23957.62891,153020.1563,176977.7852
168," ""889-1""",38.205,-89.855,7920.694,4330733.977,1222.086,184.404,5.9436,93.8784,304.2592436,35271.97656,282163.0625,317435.0391
169," ""889-2""",38.205,-89.855,10553.752,5079243.903,1375.634,184.404,5.9436,92.3544,304.2592436,39703.69531,375961.875,415665.5703
170," ""889-3""",38.205,-89.855,1753.177,5327048.669,2342.759,184.404,5.9436,57.912,304.2592436,67616.96875,62454.35547,130071.3242
171," ""891-9""",40.2797,-90.0775,7784.049,3863092.583,1148.114,152.4,6.096,76.5048,300.2236023,42577.72656,258444.0938,301021.8203
172," ""892-1""",41.3017,-89.3136,1488.966,619584.523,388.816,84.4296,4.401312,103.0224,304.2471292,18588.17188,53893.17578,72481.34766
173," ""892-2""",41.3017,-89.3136,4600.94,1920255.729,1193.834,84.4296,4.401312,103.0224,304.2471292,57073.75781,166531.2031,223604.9609
174," ""897-1""",40.1781,-87.7481,164.134,62023.612,67.913, NA, NA, NA, NA,2799.857178,6511.904785,9311.761963
175," ""897-2""",40.1781,-87.7481,363.269,137185.142,173.475, NA, NA, NA, NA,7151.874023,14412.4502,21564.32422
176," ""898-4""",38.8639,-90.1325,1780.063,752748.444,451.371,76.2,5.1816,105.7656,270.8933633,13123.59961,62419.76172,75543.36133
177," ""898-5""",38.8639,-90.1325,6776.433,2937025.733,2038.657,106.68,4.572,99.06,291.475863,59273.89453,237622.6719,296896.5664
178," ""963-31""",39.7539,-89.6011,590.315,459225.05,224.427,137.16,3.9624,106.68,304.2282238,7831.433594,21086.02734,28917.46094
179," ""963-32""",39.7539,-89.6011,817.206,415683.445,241.236,137.16,3.9624,106.68,304.2282238,8417.988281,29190.56445,37608.55273
180," ""963-33""",39.7539,-89.6011,1108.646,749218.321,315.087,152.4,5.0292,39.624,258.188348,10995.03516,39600.78906,50595.82422
181," ""963-4""",39.7539,-89.6011,458.853,1183901.568,255.718,137.16,4.572,41.148,288.1367629,8923.34082,16390.21094,25313.55176
182," ""976-123""",37.6206,-88.955,1989.612,983921.445,454.688,59.1312,3.29184,74.9808,277.6499864,13053.21582,67322.85938,80376.0752
183," ""976-4""",37.6206,-88.955,6511.387,1482739.662,1216.181,121.92,4.572,38.1,283.0296886,34914.21094,220326.9688,255241.1797
184," ""981-3""",41.7072,-87.5217,4029.421,1359679.786,1707.875, NA, NA, NA, NA,62143.97266,157741.5625,219885.5352
185," ""981-4""",41.7072,-87.5217,4014.52,1929851.087,5294.466, NA, NA, NA, NA,192648.2656,157158.2031,349806.4688
186," ""983-1""",38.7383,-85.4192,24893.304,2864192.828,2705.108,299.3136,9.500616,40.5384,283.5722222,85995.41406,962555.125,1048550.539
187," ""983-2""",38.7383,-85.4192,24147.678,2764837.438,2666.722,299.3136,9.500616,40.5384,283.5722222,84775.11719,933723.8125,1018498.93
188," ""983-3""",38.7383,-85.4192,23741.402,2725377.94,2657.468,299.3136,9.500616,40.5384,283.5722222,84480.92969,918014.3125,1002495.242
189," ""983-4""",38.7383,-85.4192,27463.464,2784331.93,4926.926,299.3136,9.500616,40.2336,283.5722222,156627.0313,1061936.125,1218563.156
190," ""983-5""",38.7383,-85.4192,21951.56,2165939.042,4073.446,299.3136,9.500616,40.2336,283.5722222,129494.8828,848806.0625,978300.9453
191," ""983-6""",38.7383,-85.4192,25974.06,2617422.856,4846.384,299.3136,9.500616,40.2336,283.5722222,154066.5938,1004344.938,1158411.531
192," ""988-U1""",39.0831,-84.8581,1136.71,250041.34,343.219,122.8344,7.1628,90.5256,285.3722222,11938.09766,48602.44922,60540.54688
193," ""988-U2""",39.0831,-84.8581,3022.496,651931.126,889.746,122.8344,7.1628,90.5256,285.3722222,30947.80664,129233.2266,160181.0332
194," ""988-U3""",39.0831,-84.8581,2082.281,440685.103,623.903,122.8344,7.1628,90.5256,285.3722222,21701.05664,89032.34375,110733.4004
195," ""988-U4""",39.0831,-84.8581,39331.018,5500273.422,6477.158,122.8344,7.1628,91.44,282.5944444,225293.3125,1681681.125,1906974.438
196," ""990-50""",39.7119,-86.1975,8633.54,589321.202,739.028,79.5528,1.9812,101.8032,375.3722222,33764.80469,363502,397266.8047
