,ID,Latitude,Longitude,SOx,CO2,NOx,Height,Diam,Velocity,Temp,PM2.5 pop exposure due to NOx ems,PM2.5 pop exposure due to SOx ems,Total PM2.5 pop exposure
1104," ""10464-E0003""",44.0361,-75.7712,0,0,170.675, NA, NA, NA, NA,5542.522949,0,5542.522949
1105," ""10566-1001""",39.6928,-75.4867,0,0,758.106,144.78,3.2004,53.0352,304.7011238,25116.05859,0,25116.05859
1106," ""10566-1002""",39.6928,-75.4867,0,0,771.053,144.78,3.2004,53.0352,304.7011238,25544.99414,0,25544.99414
1107," ""10603-31""",40.455,-78.7472,0,0,260.035, NA, NA, NA, NA,6975.423828,0,6975.423828
1108," ""10641-1""",40.4748,-78.7021,0,0,498.191,70.104,2.286,115.824,306.1,13363.94434,0,13363.94434
1109," ""10641-2""",40.4748,-78.7021,0,0,529.699,70.104,2.286,115.824,306.1,14209.14356,0,14209.14356
1110," ""10675-UNITA""",41.4282,-72.1005,0,0,251.079, NA, NA, NA, NA,5785.439941,0,5785.439941
1111," ""10675-UNITB""",41.4282,-72.1005,0,0,263.381, NA, NA, NA, NA,6068.90625,0,6068.90625
1112," ""10676-32""",40.6558,-80.3556,0,0,260.631, NA, NA, NA, NA,4066.02417,0,4066.02417
1113," ""10676-33""",40.6558,-80.3556,0,0,249.543, NA, NA, NA, NA,3893.043457,0,3893.043457
1114," ""10676-34""",40.6558,-80.3556,0,0,277.443, NA, NA, NA, NA,4328.302734,0,4328.302734
1115," ""10676-35""",40.6558,-80.3556,0,0,145.723, NA, NA, NA, NA,2273.379639,0,2273.379639
1116," ""10678-1""",39.5944,-78.7456,0,0,460.387, NA, NA, NA, NA,11311.5332,0,11311.5332
1117," ""10743-CFB1""",39.6397,-79.9606,0,0,154.212, NA, NA, NA, NA,2849.118652,0,2849.118652
1118," ""10743-CFB2""",39.6397,-79.9606,0,0,156.542, NA, NA, NA, NA,2892.16626,0,2892.16626
1119," ""10771-1""",37.2969,-77.2833,0,0,0,67.056,2.4384,47.244,298.4277778,0,0,0
1120," ""10771-2""",37.2969,-77.2833,0,0,0,67.056,2.4384,47.244,298.4277778,0,0,0
1121," ""10773-1""",37.1183,-79.2726,57.213,221282.2,309.53,67.056,2.4384,47.244,298.4277778,6111.410156,1655.172729,7766.582886
1122," ""10773-2""",37.1183,-79.2726,54.946,212285.975,296.81,67.056,2.4384,47.244,298.4277778,5860.26416,1589.588379,7449.852539
1123," ""10774-1""",36.6525,-76.9953,69.29,204610.566,403.166,67.056,2.4384,60.3504,294.9277778,9092.633789,1539.479736,10632.11353
1124," ""10774-2""",36.6525,-76.9953,66.434,203397.259,400.587,67.056,2.4384,60.3504,294.9277778,9034.469727,1476.025391,10510.49512
1125," ""10797-OP1""",36.2756,-86.6644,0,0,217.247,60.96,2.8956,107.5944,274.8166667,3586.542236,0,3586.542236
1126," ""10797-OP3""",36.2756,-86.6644,0,0,87.303,60.96,2.1336,101.4984,278.7055556,1441.289795,0,1441.289795
1127," ""10865-FBC1""",39.8675,-88.885,0,0,265.816,98.1456,4.1148,97.536,259.7214117,4712.202637,0,4712.202637
1128," ""10865-FBC2""",39.8675,-88.885,0,0,270.17,98.1456,4.1148,97.536,259.7214117,4789.387207,0,4789.387207
1129," ""10865-FBC3""",39.8675,-88.885,0,0,253.817,98.1456,4.1148,97.536,259.7214117,4499.492188,0,4499.492188
1130," ""10865-FBC4""",39.8675,-88.885,0,0,239.65,98.1456,4.1148,97.536,258.6341143,4248.349609,0,4248.349609
1131," ""10865-FBC5""",39.8675,-88.885,0,0,243.337,98.1456,4.1148,97.536,258.6341143,4313.709961,0,4313.709961
1132," ""10865-FBC6""",39.8675,-88.885,0,0,255.667,98.1456,4.1148,97.536,258.6341143,4532.288086,0,4532.288086
1133," ""10865-FBC7""",39.8675,-88.885,0,0,280.441,98.1456,4.1148,97.536,259.7214117,4971.464355,0,4971.464355
1134," ""10865-FBC8""",39.8675,-88.885,0,0,422.954,98.1456,2.4384,97.536,258.4684713,7497.836914,0,7497.836914
1135," ""10865-FBC9""",39.8675,-88.885,0,0,367.108,98.1456,2.4384,97.536,258.4684713,6507.837402,0,6507.837402
1136," ""10867-123-08""",39.8466,-88.9261,0,0,139.317, NA, NA, NA, NA,2469.715576,0,2469.715576
1137," ""10867-123-09""",39.8466,-88.9261,0,0,169.882, NA, NA, NA, NA,3011.550781,0,3011.550781
1138," ""50012-BLR4""",38.1366,-81.279,0,0,277.2,56.6928,1.6764,109.728,344.6197778,4083.043457,0,4083.043457
1139," ""50039-31""",40.8737,-75.9936,0,0,160.646, NA, NA, NA, NA,6494.689453,0,6494.689453
1140," ""50130-34""",40.6672,-80.3465,0,0,272.575, NA, NA, NA, NA,4252.358887,0,4252.358887
1141," ""50130-35""",40.6672,-80.3465,0,0,249.197, NA, NA, NA, NA,3887.64624,0,3887.64624
1142," ""50151-B25""",38.3688,-81.6786,0,0,171.443, NA, NA, NA, NA,2590.344482,0,2590.344482
1143," ""50189-1""",35.8628,-76.7831,0,0,150.927, NA, NA, NA, NA,3372.527344,0,3372.527344
1144," ""50202-1""",43.0804,-79.0082,1091.962,536848.295,560.52,67.056,2.4384,21.9456,288.0944444,15419.22363,38369.21484,53788.43848
1145," ""50240-1""",40.4172,-86.9117,0,0,115.288, NA, NA, NA, NA,3356.543457,0,3356.543457
1146," ""50240-2""",40.4172,-86.9117,0,0,126.492,60.96,1.8288,106.68,292.5944444,3682.741211,0,3682.741211
1147," ""50240-5""",40.4172,-86.9117,0,0,30.318,61.5696,1.8288,103.632,291.3722222,882.69104,0,882.69104
1148," ""50244-B4""",35.535,-82.8411,0,0,126.141, NA, NA, NA, NA,1998.560059,0,1998.560059
1149," ""50244-BB""",35.535,-82.8411,0,0,168.158, NA, NA, NA, NA,2664.271484,0,2664.271484
1150," ""50244-PG""",35.535,-82.8411,0,0,164.787, NA, NA, NA, NA,2610.861816,0,2610.861816
1151," ""50244-RB""",35.535,-82.8411,0,0,162.832, NA, NA, NA, NA,2579.887207,0,2579.887207
1152," ""50244-RC""",35.535,-82.8411,0,0,225.957, NA, NA, NA, NA,3580.030762,0,3580.030762
1153," ""50247-B010""",39.4086,-84.5622,0,0,358.14, NA, NA, NA, NA,10165.10547,0,10165.10547
1154," ""50254-1""",36.4769,-77.6414,0,0,423.954, NA, NA, NA, NA,10713.79785,0,10713.79785
1155," ""50282-PR003""",39.4722,-79.0575,0,0,1453.24, NA, NA, NA, NA,29516.35938,0,29516.35938
1156," ""50282-PR004""",39.4722,-79.0575,0,0,2140.576, NA, NA, NA, NA,43476.65234,0,43476.65234
1157," ""50397-34""",39.8717,-76.8664,0,0,721.382, NA, NA, NA, NA,35603.74609,0,35603.74609
1158," ""50397-35""",39.8717,-76.8664,0,0,666.487, NA, NA, NA, NA,32894.40234,0,32894.40234
1159," ""50397-36""",39.8717,-76.8664,0,0,347.84, NA, NA, NA, NA,17167.61133,0,17167.61133
1160," ""50410-35""",39.8439,-75.3575,0,0,251.537, NA, NA, NA, NA,7769.26416,0,7769.26416
1161," ""50479-4""",37.5229,-79.3508,0,0,80.971, NA, NA, NA, NA,1662.828613,0,1662.828613
1162," ""50481-253-25""",36.5192,-82.535,0,0,330.797, NA, NA, NA, NA,4724.384277,0,4724.384277
1163," ""50481-253-26""",36.5192,-82.535,0,0,316.86, NA, NA, NA, NA,4525.338867,0,4525.338867
1164," ""50481-253-27""",36.5192,-82.535,0,0,342.687, NA, NA, NA, NA,4894.195312,0,4894.195312
1165," ""50481-253-28""",36.5192,-82.535,0,0,241.566, NA, NA, NA, NA,3450.003174,0,3450.003174
1166," ""50481-253-29""",36.5192,-82.535,0,0,329.095, NA, NA, NA, NA,4700.077148,0,4700.077148
1167," ""50481-325-30""",36.5192,-82.535,0,0,457.593, NA, NA, NA, NA,6535.262695,0,6535.262695
1168," ""50481-325-31""",36.5192,-82.535,0,0,347.569, NA, NA, NA, NA,4963.918945,0,4963.918945
1169," ""50481-83-23""",36.5192,-82.535,0,0,239.285, NA, NA, NA, NA,3417.426514,0,3417.426514
1170," ""50481-83-24""",36.5192,-82.535,0,0,227.255, NA, NA, NA, NA,3245.616211,0,3245.616211
1171," ""50491-1""",39.7475,-80.8547,0,0,316.304, NA, NA, NA, NA,5493.211426,0,5493.211426
1172," ""50491-2""",39.7475,-80.8547,0,0,162.773, NA, NA, NA, NA,2826.85791,0,2826.85791
1173," ""50491-3""",39.7475,-80.8547,0,0,314.189, NA, NA, NA, NA,5456.480469,0,5456.480469
1174," ""50611-31""",40.6191,-76.45,299.739,404693.45,288.831, NA, NA, NA, NA,13588.06348,10314.91504,23902.97852
1175," ""50651-BLR1""",43.0653,-76.2086,0,0,178.08, NA, NA, NA, NA,6923.550293,0,6923.550293
1176," ""50651-BLR2""",43.0653,-76.2086,0,0,161.339, NA, NA, NA, NA,6272.678711,0,6272.678711
1177," ""50651-BLR3""",43.0653,-76.2086,0,0,204.533, NA, NA, NA, NA,7952.012695,0,7952.012695
1178," ""50651-BLR4""",43.0653,-76.2086,0,0,161.356, NA, NA, NA, NA,6273.339355,0,6273.339355
1179," ""50651-BLR5""",43.0653,-76.2086,0,0,198.655, NA, NA, NA, NA,7723.482422,0,7723.482422
1180," ""50776-1""",40.8556,-75.8781,0,0,285.884,106.68,2.286,106.68,368.8216667,11557.88477,0,11557.88477
1181," ""50776-2""",40.8556,-75.8781,0,0,272.323,106.68,2.286,106.68,368.8216667,11009.63281,0,11009.63281
1182," ""50806-16""",34.1519,-79.5587,0,0,607.946,76.2,3.6576,115.824,293.2055556,15076.90918,0,15076.90918
1183," ""50879-GEN1""",40.7817,-76.1781,0,0,316.112,94.7928,2.7432,106.68,277.355,12779.95996,0,12779.95996
1184," ""50888-NGC01""",40.6917,-75.4792,0,0,421.832,83.82,2.8956,82.296,304.7694444,15531.69531,0,15531.69531
1185," ""50900-1""",37.7997,-79.9946,0,0,306.617, NA, NA, NA, NA,5533.4375,0,5533.4375
1186," ""50900-2""",37.7997,-79.9946,0,0,149.326, NA, NA, NA, NA,2694.847412,0,2694.847412
1187," ""50900-3""",37.7997,-79.9946,0,0,203.374, NA, NA, NA, NA,3670.237793,0,3670.237793
1188," ""50900-4""",37.7997,-79.9946,0,0,456.04, NA, NA, NA, NA,8230.035156,0,8230.035156
1189," ""50956-11""",35.2964,-84.7569,0,0,182.632, NA, NA, NA, NA,3506.346191,0,3506.346191
1190," ""50956-12""",35.2964,-84.7569,0,0,89.143, NA, NA, NA, NA,1711.453735,0,1711.453735
1191," ""50974-1""",41.2678,-79.8114,0,0,294.45,110.3376,3.29184,103.632,300.2127778,7772.871094,0,7772.871094
1192," ""50974-2""",41.2678,-79.8114,0,0,331.694,110.3376,3.29184,103.632,300.2127778,8756.036133,0,8756.036133
1193," ""52007-1""",36.6009,-78.53,284.374,450842.4,604.423,83.82,3.81,48.768,290.5944444,13309.30273,8018.59082,21327.89356
1194," ""52007-2""",36.6009,-78.53,280.442,441769.525,624.138,83.82,3.81,48.768,290.5944444,13743.42481,7907.71875,21651.14356
1195," ""52089-BLR007""",37.3451,-80.764,0,0,403.558, NA, NA, NA, NA,6446.177734,0,6446.177734
1196," ""52140-Z008""",32.4167,-86.4667,0,0,453.851, NA, NA, NA, NA,6014.304688,0,6014.304688
1197," ""52151-1""",33.8872,-80.6397,0,0,186.523, NA, NA, NA, NA,4620.300293,0,4620.300293
1198," ""52152-3""",36.6803,-76.9128,0,0,420.716, NA, NA, NA, NA,9488.44043,0,9488.44043
1199," ""54035-1""",36.4364,-77.6167,0,0,1757.202,114.3,3.6576,50.292,294.2611111,44406.48828,0,44406.48828
1200," ""54081-BLR01A""",37.4556,-77.4308,0,0,152.625, NA, NA, NA, NA,4163.552734,0,4163.552734
1201," ""54081-BLR01B""",37.4556,-77.4308,0,0,156.221, NA, NA, NA, NA,4261.650391,0,4261.650391
1202," ""54081-BLR02A""",37.4556,-77.4308,0,0,136.833, NA, NA, NA, NA,3732.752686,0,3732.752686
1203," ""54081-BLR02B""",37.4556,-77.4308,0,0,142.098, NA, NA, NA, NA,3876.380371,0,3876.380371
1204," ""54081-BLR03A""",37.4556,-77.4308,0,0,162.116, NA, NA, NA, NA,4422.463379,0,4422.463379
1205," ""54081-BLR03B""",37.4556,-77.4308,0,0,151.8, NA, NA, NA, NA,4141.046387,0,4141.046387
1206," ""54081-BLR04A""",37.4556,-77.4308,0,0,165.899, NA, NA, NA, NA,4525.662109,0,4525.662109
1207," ""54081-BLR04B""",37.4556,-77.4308,0,0,154.075, NA, NA, NA, NA,4203.10791,0,4203.10791
1208," ""54144-31""",41.1776,-79.4418,0,0,235.816, NA, NA, NA, NA,5424.067871,0,5424.067871
1209," ""54207-B001""",41.2119,-80.8176,0,0,166.444, NA, NA, NA, NA,3173.448975,0,3173.448975
1210," ""54216-AOW#1""",33.3278,-86.3583,0,0,122.648, NA, NA, NA, NA,2361.192383,0,2361.192383
1211," ""54216-AOW#2""",33.3278,-86.3583,0,0,132.451, NA, NA, NA, NA,2549.91748,0,2549.91748
1212," ""54216-AOW#3""",33.3278,-86.3583,0,0,151.597,45.72,2.1336,137.16,289.0388889,2918.512207,0,2918.512207
1213," ""54216-AOW#4""",33.3278,-86.3583,0,0,143.712,45.72,2.1336,137.16,289.0388889,2766.711914,0,2766.711914
1214," ""54276-ES001""",35.9069,-79.0617,0,0,137.771, NA, NA, NA, NA,3576.301514,0,3576.301514
1215," ""54276-ES002""",35.9069,-79.0617,0,0,115.307, NA, NA, NA, NA,2993.174316,0,2993.174316
1216," ""54304-1""",38.2667,-77.3147,0,0,599.941, NA, NA, NA, NA,19337.69141,0,19337.69141
1217," ""54556-B01""",41.7775,-87.8233,0,0,847.871, NA, NA, NA, NA,15464.89648,0,15464.89648
1218," ""54556-B02""",41.7775,-87.8233,0,0,884.378, NA, NA, NA, NA,16130.77246,0,16130.77246
1219," ""54556-B03""",41.7775,-87.8233,0,0,773.308, NA, NA, NA, NA,14104.8916,0,14104.8916
1220," ""54556-B10""",41.7775,-87.8233,0,0,347.479,76.2,3.6576,91.7448,282.6613986,6337.90625,0,6337.90625
1221," ""54634-1""",40.8222,-76.1736,0,0,241.484,94.488,3.3528,111.252,301.5977778,9762.855469,0,9762.855469
1222," ""54638-40""",41.4908,-78.6767,0,0,135.254, NA, NA, NA, NA,3920.488525,0,3920.488525
1223," ""54638-41""",41.4908,-78.6767,0,0,135.789, NA, NA, NA, NA,3935.996338,0,3935.996338
1224," ""54755-2""",36.4364,-77.6167,0,0,285.019,115.824,1.9812,48.768,296.4833333,7202.753418,0,7202.753418
1225," ""55076-AA001""",33.3761,-89.2183,1046.609,1821049,944.445,106.68,7.4676,78.3336,288.0388889,13797.78125,31729.13281,45526.91406
1226," ""55076-AA002""",33.3761,-89.2183,1102.6,2100167.15,1169.131,106.68,7.4676,78.3336,288.0388889,17080.31055,33426.5625,50506.87305
1227," ""55245-1""",39.7983,-88.3501,0,0,96.291,57.912,5.1054,111.252,270.5071191,1706.980225,0,1706.980225
1228," ""55245-3""",39.7983,-88.3501,0,0,100.149,57.912,5.1054,111.252,270.5071191,1775.372314,0,1775.372314
1229," ""55245-4""",39.7983,-88.3501,0,0,112.75,57.912,5.1054,111.252,270.5071191,1998.75415,0,1998.75415
1230," ""55479-1""",44.2862,-105.3843,646.77,1005685.551,586.987, NA, NA, NA, NA,7380.087891,15149.35645,22529.44434
1231," ""55749-U1""",45.7578,-107.6,315.499,599286.015,3292.985,62.97168,2.286,98.1456,290.4833333,35626.67188,6609.885254,42236.55713
1232," ""880028-B022""",39.1756,-84.5022,0,0,220.468, NA, NA, NA, NA,3955.533447,0,3955.533447
1233," ""880033-B027""",39.1792,-84.5053,0,0,225.279, NA, NA, NA, NA,4041.849854,0,4041.849854
1234," ""880039-B004""",39.8242,-84.1747,0,0,380.678, NA, NA, NA, NA,13833.3252,0,13833.3252
1235," ""880041-X015""",34.6339,-87.0244,0,0,710.941, NA, NA, NA, NA,13411.86231,0,13411.86231
1236," ""880041-Z005""",34.6339,-87.0244,0,0,143.059, NA, NA, NA, NA,2698.800049,0,2698.800049
1237," ""880041-Z006""",34.6339,-87.0244,0,0,455.084, NA, NA, NA, NA,8585.133789,0,8585.133789
1238," ""880043-1""",42.1631,-73.9003,0,0,892.856, NA, NA, NA, NA,35184.86719,0,35184.86719
1239," ""880044-41000""",42.4833,-73.8167,0,0,5071.41, NA, NA, NA, NA,187133.4219,0,187133.4219
1240," ""880052-1070""",43.3064,-73.6208,0,0,428.725, NA, NA, NA, NA,14007.81641,0,14007.81641
1241," ""880053-70""",38.3864,-81.7797,0,0,98.334, NA, NA, NA, NA,1485.735352,0,1485.735352
1242," ""880053-80""",38.3864,-81.7797,0,0,68.22, NA, NA, NA, NA,1030.740845,0,1030.740845
1243," ""880053-90""",38.3864,-81.7797,0,0,102.468, NA, NA, NA, NA,1548.196289,0,1548.196289
1244," ""880055-31""",35.9822,-84.2614,0,0,47.442, NA, NA, NA, NA,769.192627,0,769.192627
1245," ""880055-32""",35.9822,-84.2614,0,0,84.568, NA, NA, NA, NA,1371.128662,0,1371.128662
1246," ""880055-33""",35.9822,-84.2614,0,0,0, NA, NA, NA, NA,0,0,0
1247," ""880055-34""",35.9822,-84.2614,0,0,21.282, NA, NA, NA, NA,345.052032,0,345.052032
1248," ""880057-3""",34.2337,-80.658,0,0,105.78, NA, NA, NA, NA,2620.241699,0,2620.241699
1249," ""880057-4""",34.2337,-80.658,0,0,204.817, NA, NA, NA, NA,5073.455078,0,5073.455078
1250," ""880068-3""",34.7103,-80.8515,0,0,36.827, NA, NA, NA, NA,1007.028748,0,1007.028748
1251," ""880068-4""",34.7103,-80.8515,0,0,2.967, NA, NA, NA, NA,81.132172,0,81.132172
1252," ""880078-B04""",34.387,-80.0663,0,0,195.721, NA, NA, NA, NA,5555.666016,0,5555.666016
1253," ""880079-34""",35.7433,-84.3208,0,0,300.007, NA, NA, NA, NA,5422.090332,0,5422.090332
1254," ""880079-35""",35.7433,-84.3208,0,0,339.816, NA, NA, NA, NA,6141.566895,0,6141.566895
1255," ""880086-UNITC""",40.555,-89.6628,0,0,253.354, NA, NA, NA, NA,4950.452148,0,4950.452148
1256," ""880087-U-4000""",41.6552,-86.2962,0,0,228.782, NA, NA, NA, NA,8409.150391,0,8409.150391
